보호구역아이디,시도명,시군구명,읍면동명,도로명,소재지도로명주소,소재지지번주소,관리아이디,연장,경도,위도,관리기관명,관리기관전화번호,데이터기준일자
47,경기도,광명시,철산동,도덕공원로,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,0047-F-0007,24,126.865539301,37.47187245,광명시청,1688-3399,2021-11-16
47,경기도,광명시,철산동,도덕공원로,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,0047-F-0005,97,126.86565641,37.471777139,광명시청,1688-3399,2021-11-16
47,경기도,광명시,철산동,도덕공원로,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,0047-F-0008,19,126.865503421,37.472389827,광명시청,1688-3399,2021-11-16
47,경기도,광명시,철산동,도덕공원로,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,0047-F-0010,44,126.865369016,37.472781011,광명시청,1688-3399,2021-11-16
47,경기도,광명시,철산동,도덕공원로,경기도 광명시 도덕공원로 37,경기도 광명시 철산동 489-63,0047-F-0009,56,126.865473134,37.472794846,광명시청,1688-3399,2021-11-16
46,경기도,광명시,철산동,도덕공원로,경기도 광명시 도덕공원로 49,경기도 광명시 철산동 628,0046-F-0001,48,126.865442582,37.473278846,광명시청,1688-3399,2021-11-16
46,경기도,광명시,철산동,도덕공원로,경기도 광명시 도덕공원로 49,경기도 광명시 철산동 628,0046-F-0002,39,126.865352765,37.473250639,광명시청,1688-3399,2021-11-16
46,경기도,광명시,철산동,도덕공원로,경기도 광명시 도덕공원로 49,경기도 광명시 철산동 628,0046-F-0003,9,126.865009301,37.473581849,광명시청,1688-3399,2021-11-16
46,경기도,광명시,철산동,도덕공원로,경기도 광명시 도덕공원로 49,경기도 광명시 철산동 628,0046-F-0005,50,126.864654089,37.473743931,광명시청,1688-3399,2021-11-16
46,경기도,광명시,철산동,도덕공원로,경기도 광명시 도덕공원로 49,경기도 광명시 철산동 628,0046-F-0006,7,126.864305797,37.474010245,광명시청,1688-3399,2021-11-16
46,경기도,광명시,철산동,도덕공원로,경기도 광명시 도덕공원로 49,경기도 광명시 철산동 628,0046-F-0004,19,126.864714253,37.473803149,광명시청,1688-3399,2021-11-16
31,경기도,광명시,하안동,안현로,경기도 광명시 안현로 34,경기도 광명시 하안동 650-3,0031-F-0002,29,126.87712496,37.46096747,광명시청,1688-3399,2021-11-16
17,경기도,광명시,하안동,안현로,경기도 광명시 안현로 16,경기도 광명시 하안동 649,0017-F-0002,41,126.87505191,37.464662631,광명시청,1688-3399,2021-11-16
17,경기도,광명시,하안동,안현로,경기도 광명시 안현로 16,경기도 광명시 하안동 649,0017-F-0004,37,126.875173313,37.464517128,광명시청,1688-3399,2021-11-16

