순번(NO),구분(LAMP),일련번호(SER),위도(LATITUDE),경도(LONGITUDE)
32270,1,금광동-229,37.450265,127.159283
32271,1,금광동-230,37.450162,127.159294
32272,1,금광동-231,37.450041,127.159188
32273,1,금광동-232,37.449907,127.15917
32274,1,금광동-233,37.449787,127.159093
32275,1,금광동-234,37.449667,127.159051
32276,1,금광동-235,37.449586,127.159012
32277,1,금광동-236,37.449449,127.159251
32278,1,금광동-237,37.449636,127.15934
32279,1,금광동-238,37.449703,127.15935
32280,1,금광동-239,37.449985,127.159477
32281,1,금광동-240,37.450229,127.159593
32282,1,금광동-241,37.44951,127.161157
32283,1,금광동-242,37.448677,127.161692
32284,1,금광동-243,37.450394,127.164293
32285,1,금광동-244,37.450438,127.164038
32286,1,금광동-245,37.450287,127.163811
32287,1,금광동-246,37.450345,127.163554
32288,1,금광동-247,37.450198,127.163358
32289,1,금광동-248,37.450237,127.163064
32290,1,금광동-249,37.450101,127.162927
32291,1,금광동-250,37.450166,127.162655
32292,1,금광동-251,37.450017,127.162485
32293,1,금광동-252,37.450095,127.16222
32294,1,금광동-253,37.450187,127.161807
32295,1,금광동-254,37.450109,127.161535
32296,1,금광동-255,37.450269,127.161393
32297,1,금광동-256,37.45027,127.161344
32298,1,금광동-257,37.450215,127.161148
32299,1,금광동-258,37.45034,127.160668
32300,1,금광동-259,37.45051,127.160446
32301,1,금광동-260,37.45048,127.160203
32302,1,금광동-261,37.450633,127.159999
32303,1,금광동-262,37.450477,127.159693
32304,1,금광동-263,37.450717,127.159826
32305,1,금광동-264,37.45098,127.159918
32306,1,금광동-265,37.451262,127.160048
32307,1,금광동-266,37.451016,127.15965
32308,1,금광동-267,37.451221,127.159735
32309,1,금광동-268,37.450519,127.16151
32310,1,금광동-269,37.45074,127.161612
32311,1,금광동-270,37.450947,127.161697
32312,1,금광동-271,37.451246,127.161823
32313,1,금광동-272,37.451528,127.161948
32314,1,금광동-273,37.451485,127.160134
32315,1,금광동-274,37.451532,127.160169
32316,1,금광동-275,37.45165,127.15994
32317,1,금광동-276,37.451418,127.159834
32318,1,단대동-323,37.451373,127.159535
32319,1,단대동-324,37.451367,127.159436
32320,1,단대동-325,37.451613,127.15957
32321,1,단대동-326,37.45106,127.159317
32322,1,단대동-327,37.451138,127.159419
32323,1,단대동-328,37.450875,127.159239
32324,1,단대동-329,37.450752,127.159264
32325,1,단대동-330,37.450713,127.159155
32326,1,단대동-331,37.450474,127.15904
32327,1,단대동-332,37.451903,127.159753
32328,1,단대동-333,37.452035,127.159767
32329,1,단대동-334,37.452152,127.159827
32330,1,단대동-335,37.452292,127.159855
32331,1,단대동-336,37.452381,127.159986
32332,1,단대동-337,37.452555,127.159961
32333,1,단대동-338,37.452683,127.160106
32334,1,단대동-339,37.452834,127.160053
32335,1,단대동-340,37.452935,127.160218
32336,1,단대동-341,37.452999,127.160158
32337,1,금광동-277,37.452546,127.160327
32338,1,금광동-278,37.452513,127.160595
32339,1,금광동-279,37.452303,127.1605
32340,1,금광동-280,37.452239,127.160482
32341,1,금광동-281,37.451811,127.160271
32342,1,금광동-282,37.451766,127.162053
32343,1,금광동-283,37.452035,127.162173
32344,1,금광동-284,37.452289,127.1623
32345,1,금광동-285,37.452557,127.162367
32346,1,금광동-286,37.452809,127.162508
32347,1,금광동-287,37.452999,127.162592
32348,1,금광동-288,37.453105,127.162631
32349,1,금광동-289,37.452747,127.160701
32350,1,금광동-290,37.452896,127.160472
32351,1,금광동-291,37.452988,127.160806
32352,1,금광동-292,37.453228,127.16063
32353,1,금광동-293,37.453189,127.160909
32354,1,단대동-342,37.453234,127.160366
32355,1,단대동-343,37.453301,127.160289
32356,1,단대동-344,37.453371,127.160423
32357,1,단대동-345,37.453553,127.160394
32358,1,단대동-346,37.4536,127.160489
32359,1,금광동-294,37.453416,127.160997
32360,1,금광동-295,37.45362,127.16106
32361,1,단대동-347,37.453774,127.1605
32362,1,단대동-348,37.45383,127.160616
32363,1,금광동-296,37.453816,127.161173
32364,1,금광동-297,37.453838,127.161292
32365,1,금광동-298,37.453841,127.161476
32366,1,금광동-299,37.45367,127.161583
32367,1,금광동-300,37.45354,127.161831
32368,1,금광동-301,37.45341,127.162066
32369,1,은행동-25,37.453589,127.163767
32370,1,은행동-26,37.453569,127.16407
32371,1,은행동-27,37.453701,127.164288
32372,1,은행동-28,37.45379,127.164163
32373,1,은행동-29,37.453929,127.163962
32374,1,은행동-30,37.453908,127.164658
32375,1,은행동-31,37.454001,127.164964
32376,1,은행동-32,37.454431,127.16427
32377,1,은행동-33,37.454384,127.164527
32378,1,은행동-34,37.454319,127.164855
32379,1,은행동-35,37.454275,127.16508
32380,1,은행동-36,37.454241,127.165285
32381,1,은행동-37,37.454182,127.165559
32382,1,은행동-38,37.454345,127.165806
32383,1,은행동-39,37.454255,127.165897
32384,1,은행동-40,37.454445,127.166109
32385,1,은행동-41,37.454521,127.166014
32386,1,은행동-42,37.454336,127.166331
32387,1,은행동-43,37.454275,127.166648
32388,1,은행동-44,37.454533,127.166295
32389,1,은행동-45,37.454636,127.166313
32390,1,은행동-46,37.454667,127.16619
32391,1,은행동-47,37.454675,127.166123
32392,1,은행동-48,37.454793,127.165926
32393,1,은행동-49,37.454846,127.166383
32394,1,은행동-50,37.454784,127.166475
32395,1,은행동-51,37.454958,127.165707
32396,1,은행동-52,37.454916,127.165003
32397,1,은행동-53,37.454832,127.164732
32398,1,은행동-54,37.454837,127.164439
32399,1,은행동-55,37.454734,127.164179
32400,1,은행동-56,37.454645,127.163883
32401,1,은행동-57,37.454549,127.163562
32402,1,은행동-58,37.454494,127.163214
32403,1,은행동-59,37.45444,127.163016
32404,1,은행동-60,37.454563,127.16278
32405,1,은행동-61,37.4547,127.162506
32406,1,은행동-62,37.454815,127.162305
32407,1,은행동-63,37.45493,127.162048
32408,1,은행동-64,37.454927,127.161921
32409,1,은행동-65,37.454798,127.16184
32410,1,은행동-66,37.454675,127.16169
32411,1,은행동-67,37.454457,127.161539
32412,1,은행동-68,37.454239,127.161384
32413,1,은행동-69,37.454043,127.16124
32414,1,은행동-70,37.454787,127.161528
32415,1,은행동-71,37.454857,127.161553
32416,1,양지동-23,37.454958,127.161416
32417,1,양지동-24,37.454807,127.161278
32418,1,양지동-25,37.454919,127.161226
32419,1,양지동-26,37.454759,127.161127
32420,1,양지동-27,37.454631,127.161116
32421,1,양지동-28,37.454463,127.16099
32422,1,양지동-29,37.454524,127.160933
32423,1,은행동-72,37.455038,127.161719
32424,1,양지동-30,37.455172,127.161611
32425,1,양지동-31,37.455255,127.161527
32426,1,은행동-73,37.455192,127.161812
32427,1,은행동-74,37.455134,127.162092
32428,1,은행동-75,37.455232,127.16221
32429,1,은행동-76,37.455434,127.16237
32430,1,은행동-77,37.455488,127.162124
32431,1,은행동-78,37.455462,127.162057
32432,1,양지동-32,37.455436,127.16183
32433,1,양지동-33,37.455462,127.161694
32434,1,양지동-34,37.455649,127.161852
32435,1,양지동-35,37.455648,127.162014
32436,1,은행동-79,37.455688,127.162294
32437,1,은행동-80,37.455757,127.162317
32438,1,은행동-81,37.455607,127.162534
32439,1,은행동-82,37.455846,127.16274
32440,1,은행동-83,37.455917,127.162492
32441,1,양지동-36,37.455902,127.16218
32442,1,양지동-37,37.455821,127.162013
32443,1,은행동-84,37.455083,127.164607
32444,1,은행동-85,37.455004,127.165251
32445,1,은행동-86,37.455141,127.165515
32446,1,은행동-87,37.455418,127.165737
32447,1,은행동-88,37.455527,127.165867
32448,1,은행동-89,37.455606,127.166135
32449,1,은행동-90,37.455698,127.166022
32450,1,은행동-91,37.455849,127.166244
32451,1,은행동-92,37.455776,127.165846
32452,1,은행동-93,37.455922,127.165575
32453,1,은행동-94,37.455894,127.165329
32454,1,은행동-95,37.455754,127.165205
32455,1,은행동-96,37.455513,127.165008
32456,1,은행동-97,37.455306,127.164825
32457,1,은행동-98,37.45605,127.165329
32458,1,은행동-99,37.456137,127.165572
32459,1,은행동-100,37.456187,127.165089
32460,1,은행동-101,37.456232,127.16566
32461,1,은행동-102,37.455432,127.166346
32462,1,은행동-103,37.455323,127.166512
32463,1,은행동-104,37.45503,127.166586
32464,1,은행동-105,37.45499,127.166847
32465,1,은행동-106,37.455007,127.167276
32466,1,은행동-107,37.454921,127.16716
32467,1,은행동-108,37.45508,127.168019
32468,1,은행동-109,37.455108,127.167738
32469,1,은행동-110,37.455153,127.167565
32470,1,은행동-111,37.455292,127.167385
32471,1,은행동-112,37.455396,127.167276
32472,1,은행동-113,37.455443,127.167058
32473,1,은행동-114,37.455276,127.166917
32474,1,은행동-115,37.455589,127.167238
32475,1,은행동-116,37.455703,127.167361
32476,1,은행동-117,37.45584,127.16753
32477,1,은행동-118,37.455924,127.167614
32478,1,은행동-119,37.456075,127.167604
32479,1,은행동-120,37.45586,127.167794
32480,1,은행동-121,37.45572,127.167974
32481,1,은행동-122,37.455603,127.168118
32482,1,은행동-123,37.455499,127.168262
32483,1,은행동-124,37.455237,127.168234
32484,1,은행동-125,37.455703,127.168248
32485,1,은행동-126,37.455824,127.168382
32486,1,은행동-127,37.455922,127.16822
32487,1,은행동-128,37.456031,127.168019
32488,1,은행동-129,37.455825,127.168667
32489,1,은행동-130,37.4558,127.168907
32490,1,은행동-131,37.455792,127.169217
32491,1,은행동-132,37.455744,127.169474
32492,1,은행동-133,37.455649,127.16964
32493,1,은행동-134,37.455898,127.168851
32494,1,은행동-135,37.456068,127.168995
32495,1,은행동-136,37.456267,127.169164
32496,1,은행동-137,37.456474,127.169316
32497,1,은행동-138,37.456504,127.169566
32498,1,은행동-139,37.456636,127.169284
32499,1,은행동-140,37.456658,127.169435
32500,1,은행동-141,37.456827,127.169569
32501,1,은행동-142,37.456945,127.169583
32502,1,은행동-143,37.456934,127.169682
32503,1,은행동-144,37.456805,127.16984
32504,1,은행동-145,37.45756,127.169692
32505,1,은행동-146,37.457076,127.169735
32506,1,은행동-147,37.457152,127.169242
32507,1,은행동-148,37.457694,127.169446
32508,1,은행동-149,37.457627,127.169252
32509,1,은행동-150,37.457498,127.169009
32510,1,은행동-151,37.4573,127.169002
32511,1,은행동-152,37.45721,127.168875
32512,1,은행동-153,37.457392,127.168861
32513,1,은행동-154,37.457563,127.168576
32514,1,은행동-155,37.457691,127.168558
32515,1,은행동-156,37.457929,127.168741
32516,1,은행동-157,37.457996,127.168939
32517,1,은행동-158,37.457834,127.169206
32518,1,은행동-159,37.457501,127.168386
32519,1,은행동-160,37.457291,127.168231
32520,1,은행동-161,37.457196,127.168227
32521,1,은행동-162,37.457093,127.168062
32522,1,은행동-163,37.456886,127.167882
32523,1,은행동-164,37.456685,127.167699
32524,1,은행동-165,37.456713,127.168277
32525,1,은행동-166,37.456911,127.168421
32526,1,은행동-167,37.456889,127.168738
32527,1,은행동-168,37.45711,127.168646
32528,1,은행동-169,37.457031,127.168505
32529,1,은행동-170,37.456779,127.168984
32530,1,은행동-171,37.456298,127.167935
32531,1,은행동-172,37.456477,127.168086
32532,1,은행동-173,37.456488,127.167537
32533,1,은행동-174,37.456295,127.167533
32534,1,은행동-175,37.456309,127.167491
32535,1,은행동-176,37.456295,127.167227
32536,1,은행동-177,37.456519,127.167111
32537,1,은행동-178,37.456583,127.167058
32538,1,은행동-179,37.456553,127.166737
32539,1,은행동-180,37.456726,127.166804
32540,1,은행동-181,37.456799,127.166607
32541,1,은행동-182,37.456768,127.166399
32542,1,은행동-183,37.456994,127.166269
32543,1,은행동-184,37.456843,127.166103
32544,1,은행동-185,37.456651,127.165977
32545,1,은행동-186,37.456435,127.165829
32546,1,은행동-187,37.45699,127.165952
32547,1,은행동-188,37.457145,127.165971
32548,1,은행동-189,37.457286,127.165716
32549,1,은행동-190,37.457325,127.165653
32550,1,은행동-191,37.457303,127.165408
32551,1,은행동-192,37.457195,127.165477
32552,1,은행동-193,37.456918,127.165226
32553,1,은행동-194,37.456815,127.165126
32554,1,은행동-195,37.456661,127.164999
32555,1,은행동-196,37.456304,127.164873
32556,1,은행동-197,37.456403,127.164875
32557,1,은행동-198,37.456427,127.164659
32558,1,은행동-199,37.456515,127.164488
32559,1,은행동-200,37.45662,127.164289
32560,1,은행동-201,37.456718,127.164113
32561,1,은행동-202,37.456813,127.163944
32562,1,양지동-38,37.456024,127.162181
32563,1,양지동-39,37.456196,127.162362
32564,1,양지동-40,37.45612,127.162396
32565,1,은행동-203,37.456018,127.162514
32566,1,은행동-204,37.456143,127.162681
32567,1,은행동-205,37.45613,127.162965
32568,1,은행동-206,37.456274,127.16279
32569,1,양지동-41,37.456334,127.16257
32570,1,은행동-207,37.456371,127.162878
32571,1,은행동-208,37.456366,127.163148
32572,1,은행동-209,37.456551,127.163304
32573,1,은행동-210,37.456597,127.163079
32574,1,은행동-211,37.45654,127.163033
32575,1,양지동-42,37.456527,127.162729
32576,1,양지동-43,37.456612,127.162662
32577,1,양지동-44,37.456788,127.162843
32578,1,양지동-45,37.456704,127.162892
32579,1,은행동-212,37.45674,127.163202
32580,1,은행동-213,37.456802,127.16323
32581,1,은행동-214,37.456752,127.163456
32582,1,양지동-46,37.456986,127.16298
32583,1,양지동-47,37.457009,127.163195
32584,1,은행동-215,37.457,127.163361
32585,1,은행동-216,37.457182,127.163561
32586,1,은행동-217,37.457232,127.163586
32587,1,은행동-218,37.457313,127.163681
32588,1,은행동-219,37.457445,127.163727
32589,1,은행동-220,37.457151,127.163833
32590,1,은행동-221,37.457313,127.163977
32591,1,양지동-48,37.457456,127.163537
32592,1,양지동-49,37.457221,127.163392
32593,1,은행동-222,37.457513,127.165289
32594,1,은행동-223,37.457499,127.165039
32595,1,은행동-224,37.457715,127.164933
32596,1,은행동-225,37.457709,127.164652
32597,1,은행동-226,37.457527,127.164144
32598,1,은행동-227,37.457642,127.164239
32599,1,은행동-228,37.45774,127.164324
32600,1,은행동-229,37.45795,127.164511
32601,1,은행동-230,37.458134,127.164694
32602,1,양지동-50,37.458109,127.164088
32603,1,양지동-51,37.457969,127.163947
32604,1,양지동-52,37.45765,127.163708
32605,1,양지동-53,37.457726,127.163623
32606,1,양지동-54,37.457494,127.163496
32607,1,양지동-55,37.458199,127.16406
32608,1,양지동-56,37.458082,127.163958
32609,1,양지동-57,37.45715,127.163115
32610,1,양지동-58,37.457248,127.163189
32611,1,양지동-59,37.45734,127.163281
32612,1,양지동-60,37.457438,127.163344
32613,1,은행동-231,37.458307,127.164846
32614,1,양지동-61,37.458285,127.164265
32615,1,양지동-62,37.458458,127.164293
32616,1,양지동-63,37.458579,127.164504
32617,1,양지동-64,37.458679,127.164501
32618,1,양지동-65,37.458593,127.164674
32619,1,은행동-232,37.458456,127.164677
32620,1,은행동-233,37.458525,127.16505
32621,1,은행동-234,37.458693,127.164857
32622,1,은행동-235,37.458794,127.164871
32623,1,양지동-66,37.458788,127.164659
32624,1,양지동-67,37.458892,127.164663
32625,1,은행동-236,37.458922,127.165036
32626,1,양지동-68,37.459001,127.164878
32627,1,양지동-69,37.459031,127.16505
32628,1,양지동-70,37.459129,127.164829
32629,1,양지동-71,37.459174,127.165001
32630,1,은행동-237,37.459236,127.165248
32631,1,은행동-238,37.459135,127.165244
32632,1,은행동-239,37.459121,127.165543
32633,1,은행동-240,37.458956,127.165381
32634,1,은행동-241,37.458777,127.165244
32635,1,은행동-242,37.459322,127.165705
32636,1,은행동-243,37.459336,127.165424
32637,1,은행동-244,37.459437,127.165441
32638,1,양지동-72,37.459568,127.165336
32639,1,양지동-73,37.459585,127.165216
32640,1,양지동-74,37.459386,127.165167
32641,1,양지동-75,37.459364,127.165026
32642,1,양지동-76,37.459739,127.165508
32643,1,양지동-77,37.4598,127.16536
32644,1,양지동-78,37.459926,127.165505
32645,1,양지동-79,37.460035,127.1656
32646,1,양지동-80,37.460136,127.165681
32647,1,양지동-81,37.460119,127.165818
32648,1,은행동-245,37.459529,127.165857
32649,1,은행동-246,37.459554,127.165903
32650,1,은행동-247,37.459666,127.166082
32651,1,은행동-248,37.459879,127.16617
32652,1,은행동-249,37.460071,127.166375
32653,1,은행동-250,37.460225,127.166487
32654,1,은행동-251,37.459445,127.166241
32655,1,은행동-252,37.459448,127.166505
32656,1,은행동-253,37.459238,127.166593
32657,1,은행동-254,37.459269,127.166836
32658,1,은행동-255,37.459051,127.166942
32659,1,은행동-256,37.459068,127.167199
32660,1,은행동-257,37.458945,127.167385
32661,1,양지동-82,37.460275,127.16595
32662,1,양지동-83,37.460364,127.165887
32663,1,양지동-84,37.46056,127.166056
32664,1,양지동-85,37.460468,127.166133
32665,1,양지동-86,37.460739,127.166246
32666,1,양지동-87,37.460644,127.166292
32667,1,은행동-258,37.460546,127.16651
32668,1,은행동-259,37.460649,127.166517
32669,1,양지동-88,37.460795,127.166482
32670,1,양지동-89,37.460926,127.166489
32671,1,양지동-90,37.46096,127.166732
32672,1,양지동-91,37.460921,127.166669
32673,1,은행동-260,37.460831,127.166767
32674,1,은행동-261,37.460739,127.166767
32675,1,은행동-262,37.46054,127.166866
32676,1,은행동-263,37.460395,127.166679
32677,1,은행동-264,37.460689,127.167039
32678,1,은행동-265,37.460865,127.167303
32679,1,은행동-266,37.461158,127.167673
32680,1,은행동-267,37.461021,127.167503
32681,1,양지동-92,37.461105,127.166965
32682,1,양지동-93,37.461276,127.166915
32683,1,양지동-94,37.461245,127.167194
32684,1,양지동-95,37.461441,127.167148
32685,1,양지동-96,37.461471,127.167465
32686,1,은행동-268,37.461483,127.167627
32687,1,은행동-269,37.461474,127.167701
32688,1,은행동-270,37.461474,127.16807
32689,1,양지동-97,37.461063,127.166665
32690,1,양지동-98,37.461571,127.167338
32691,1,양지동-99,37.461566,127.167588
32692,1,양지동-100,37.461717,127.167525
32693,1,양지동-101,37.461686,127.167761
32694,1,양지동-102,37.461848,127.167697
32695,1,양지동-103,37.461918,127.167961
32696,1,양지동-104,37.462033,127.167919
32697,1,은행동-271,37.461831,127.168204
32698,1,양지동-105,37.461946,127.16818
32699,1,양지동-106,37.462094,127.168173
32700,1,양지동-107,37.462245,127.168218
32701,1,양지동-108,37.462276,127.168454
32702,1,양지동-109,37.462108,127.16843
32703,1,은행동-272,37.461979,127.168437
32704,1,은행동-273,37.461795,127.168542
32705,1,은행동-274,37.461644,127.168303
32706,1,은행동-275,37.462005,127.168764
32707,1,은행동-276,37.462198,127.169025
32708,1,은행동-277,37.462379,127.169279
32709,1,은행동-278,37.462553,127.169522
32710,1,은행동-279,37.462388,127.16893
32711,1,은행동-280,37.462203,127.16868
32712,1,양지동-110,37.462301,127.168687
32713,1,양지동-111,37.462452,127.16868
32714,1,양지동-112,37.462421,127.168476
32715,1,양지동-113,37.462499,127.168923
32716,1,양지동-114,37.46265,127.168944
32717,1,양지동-115,37.462662,127.16874
32718,1,은행동-281,37.461968,127.172297
32719,1,은행동-282,37.462082,127.171846
32720,1,은행동-283,37.462194,127.171835
32721,1,은행동-284,37.462345,127.171533
32722,1,은행동-285,37.462474,127.171543
32723,1,은행동-286,37.462911,127.170997
32724,1,은행동-287,37.463221,127.170634
32725,1,은행동-288,37.46309,127.170212
32726,1,은행동-289,37.462864,127.169916
32727,1,은행동-290,37.462724,127.169761
32728,1,양지동-116,37.462841,127.169205
32729,1,양지동-117,37.462827,127.169004
32730,1,양지동-118,37.462964,127.16918
32731,1,양지동-119,37.463001,127.169437
32732,1,양지동-120,37.463157,127.169419
32733,1,은행동-291,37.462933,127.169659
32734,1,은행동-292,37.462998,127.169758
32735,1,양지동-121,37.463048,127.169648
32736,1,은행동-293,37.46311,127.169891
32737,1,양지동-122,37.463163,127.169645
32738,1,양지동-123,37.463325,127.169617
32739,1,은행동-294,37.463258,127.169986
32740,1,양지동-124,37.463395,127.169916
32741,1,양지동-125,37.463493,127.169881
32742,1,양지동-126,37.463513,127.170244
32743,1,은행동-295,37.463566,127.170441
32744,1,양지동-127,37.463764,127.168236
32745,1,양지동-128,37.463695,127.168352
32746,1,양지동-129,37.463787,127.167746
32747,1,은행동-296,37.456619,127.172734
32748,1,은행동-297,37.456764,127.172702
32749,1,은행동-298,37.456851,127.172543
32750,1,은행동-299,37.456868,127.172325
32751,1,은행동-300,37.456868,127.172117
32752,1,은행동-301,37.456826,127.171945
32753,1,은행동-302,37.456725,127.17179
32754,1,은행동-303,37.456633,127.171642
32755,1,은행동-304,37.456786,127.170441
32756,1,은행동-305,37.456635,127.170265
32757,1,은행동-306,37.456968,127.170596
32758,1,은행동-307,37.45668,127.170029
32759,1,은행동-308,37.457091,127.170444
32760,1,은행동-309,37.45722,127.170233
32761,1,은행동-310,37.457332,127.170032
32762,1,은행동-311,37.457402,127.169965
32763,1,은행동-312,37.457088,127.169839
32764,1,은행동-313,37.458333,127.172033
32765,1,은행동-314,37.455538,127.169902
32766,1,은행동-315,37.455527,127.170192
32767,1,은행동-316,37.455577,127.170379
32768,1,은행동-317,37.455735,127.170619
32769,1,은행동-318,37.456016,127.170819
32770,1,은행동-319,37.455985,127.169706
32771,1,은행동-320,37.456153,127.169839
32772,1,은행동-321,37.456331,127.170008
32773,1,은행동-322,37.456366,127.169803
32774,1,은행동-323,37.45649,127.170138
32775,1,은행동-324,37.45628,127.172628
32776,1,은행동-325,37.456238,127.172607
32777,1,은행동-326,37.453317,127.172723
32778,1,은행동-327,37.452942,127.168409
32779,1,은행동-328,37.453068,127.168215
32780,1,은행동-329,37.452688,127.167958
32781,1,은행동-330,37.453303,127.168289
32782,1,은행동-331,37.453417,127.168042
32783,1,은행동-332,37.453652,127.168137
32784,1,은행동-333,37.453691,127.167845
32785,1,은행동-334,37.453809,127.167662
32786,1,은행동-335,37.453689,127.167257
32787,1,은행동-336,37.453898,127.167109
32788,1,은행동-337,37.45403,127.16673
32789,1,금광동-302,37.450345,127.166096
32790,1,금광동-303,37.450641,127.165998
32791,1,금광동-304,37.450703,127.165751
32792,1,은행동-338,37.45089,127.165748
32793,1,금광동-305,37.450904,127.166227
32794,1,금광동-306,37.450979,127.1666
32795,1,금광동-307,37.451038,127.166815
32796,1,금광동-308,37.45113,127.167213
32797,1,금광동-309,37.451183,127.167428
32798,1,금광동-310,37.451234,127.167695
32799,1,금광동-311,37.451323,127.1681
32800,1,은행동-339,37.4511,127.165632
32801,1,은행동-340,37.451276,127.165543
32802,1,은행동-341,37.451539,127.165427
32803,1,은행동-342,37.451745,127.165494
32804,1,은행동-343,37.45224,127.167562
32805,1,은행동-344,37.452554,127.167491
32806,1,은행동-345,37.452492,127.167245
32807,1,금광동-312,37.450594,127.165267
32808,1,금광동-313,37.450662,127.165089
32809,1,금광동-314,37.447867,127.170152
32810,1,금광동-315,37.448186,127.170089
32811,1,금광동-316,37.448424,127.169997
32812,1,금광동-317,37.448496,127.170117
32813,1,금광동-318,37.45009,127.166186
32814,1,금광동-319,37.449841,127.166285
32815,1,금광동-320,37.44957,127.166376
32816,1,금광동-321,37.449291,127.166468
32817,1,금광동-322,37.449028,127.166538
32818,1,금광동-323,37.448751,127.166644
32819,1,금광동-324,37.448489,127.166736
32820,1,금광동-325,37.448226,127.166838
32821,1,금광동-326,37.447963,127.166908
32822,1,금광동-327,37.447703,127.167003
32823,1,금광동-328,37.447421,127.167095
32824,1,금광동-329,37.447163,127.167186
32825,1,금광동-330,37.446894,127.167278
32826,1,금광동-331,37.446878,127.167151
32827,1,금광동-332,37.44669,127.16706
32828,1,금광동-333,37.446595,127.166662
32829,1,금광동-334,37.446514,127.167148
32830,1,금광동-335,37.4465,127.166218
32831,1,금광동-336,37.446406,127.166688
32832,1,금광동-337,37.4463,127.166184
32833,1,금광동-338,37.446408,127.165779
32834,1,금광동-339,37.446201,127.165734
32835,1,금광동-340,37.446093,127.165278
32836,1,금광동-341,37.446331,127.165334
32837,1,금광동-342,37.446241,127.164986
32838,1,금광동-343,37.446002,127.164875
32839,1,금광동-344,37.445916,127.164461
32840,1,금광동-345,37.446062,127.164259
32841,1,금광동-346,37.446173,127.164659
32842,1,신흥동-584,37.443656,127.153587
32843,1,신흥동-585,37.443556,127.153355
32844,1,신흥동-586,37.443533,127.153658
32845,1,신흥동-587,37.443399,127.153665
32846,1,신흥동-588,37.443287,127.153718
32847,1,중앙동-49,37.443008,127.153711
32848,1,중앙동-50,37.442885,127.153404
32849,1,중앙동-51,37.44277,127.153203
32850,1,중앙동-52,37.44263,127.15289
32851,1,중앙동-53,37.442499,127.152647
32852,1,중앙동-54,37.442384,127.152471
32853,1,신흥동-589,37.443094,127.152714
32854,1,신흥동-590,37.44322,127.152992
32855,1,신흥동-591,37.443324,127.153189
32856,1,신흥동-592,37.443228,127.15333
32857,1,신흥동-593,37.443145,127.15345
32858,1,신흥동-594,37.443377,127.153313
32859,1,신흥동-595,37.443405,127.153401
32860,1,신흥동-596,37.443449,127.153108
32861,1,신흥동-597,37.44331,127.152851
32862,1,신흥동-598,37.443212,127.152591
32863,1,신흥동-599,37.443066,127.152291
32864,1,신흥동-600,37.442932,127.152407
32865,1,신흥동-601,37.44301,127.152175
32866,1,신흥동-602,37.442963,127.152055
32867,1,신흥동-603,37.442831,127.152147
32868,1,신흥동-604,37.442873,127.152263
32869,1,신흥동-605,37.442722,127.152175
32870,1,신흥동-606,37.442678,127.151763
32871,1,신흥동-607,37.442549,127.151798
32872,1,신흥동-608,37.442686,127.151545
32873,1,신흥동-609,37.442633,127.151442
32874,1,신흥동-610,37.442493,127.151502
32875,1,중앙동-55,37.442243,127.152203
32876,1,중앙동-56,37.442218,127.152559
32877,1,중앙동-57,37.442076,127.152326
32878,1,중앙동-58,37.441922,127.152467
32879,1,중앙동-59,37.441774,127.152576
32880,1,중앙동-60,37.442037,127.1527
32881,1,중앙동-61,37.441802,127.152929
32882,1,중앙동-62,37.44183,127.153013
32883,1,중앙동-63,37.441913,127.1532
32884,1,중앙동-64,37.441866,127.153386
32885,1,중앙동-65,37.442039,127.153517
32886,1,중앙동-66,37.442031,127.153739
32887,1,중앙동-67,37.441496,127.152897
32888,1,중앙동-68,37.441625,127.153052
32889,1,중앙동-69,37.441376,127.153242
32890,1,중앙동-70,37.441242,127.153133
32891,1,중앙동-71,37.441135,127.153196
32892,1,중앙동-72,37.441602,127.152527
32893,1,중앙동-73,37.441368,127.152295
32894,1,중앙동-74,37.441354,127.15195
32895,1,중앙동-75,37.441118,127.151737
32896,1,중앙동-76,37.440928,127.151311
32897,1,중앙동-77,37.441135,127.151487
32898,1,중앙동-78,37.440905,127.150948
32899,1,중앙동-79,37.440735,127.150825
32900,1,중앙동-80,37.440715,127.150491
32901,1,중앙동-81,37.442181,127.151977
32902,1,중앙동-82,37.442072,127.151741
32903,1,중앙동-83,37.441944,127.151463
32904,1,중앙동-84,37.441904,127.151181
32905,1,중앙동-85,37.441793,127.150878
32906,1,중앙동-86,37.441695,127.150589
32907,1,중앙동-87,37.441538,127.150392
32908,1,중앙동-88,37.441426,127.150064
32909,1,중앙동-89,37.441306,127.149659
32910,1,중앙동-90,37.4412,127.149321
32911,1,신흥동-611,37.441521,127.149395
32912,1,신흥동-612,37.441628,127.149772
32913,1,신흥동-613,37.441717,127.150103
32914,1,신흥동-614,37.441832,127.150399
32915,1,신흥동-615,37.441921,127.150684
32916,1,신흥동-616,37.442039,127.150987
32917,1,신흥동-617,37.442262,127.150945
32918,1,신흥동-618,37.442363,127.151213
32919,1,신흥동-619,37.442548,127.15116
32920,1,신흥동-620,37.442444,127.150931
32921,1,신흥동-621,37.442296,127.150529
32922,1,신흥동-622,37.442215,127.150293
32923,1,신흥동-623,37.442036,127.150297
32924,1,신흥동-624,37.442164,127.15067
32925,1,신흥동-625,37.441935,127.149966
32926,1,신흥동-626,37.442106,127.149969
32927,1,신흥동-627,37.442027,127.149673
32928,1,신흥동-628,37.441818,127.149603
32929,1,신흥동-629,37.44193,127.149388
