,안전시설명,소재지도로명주소,소재지지번주소,위도,경도,현존주소여부
213,다온약국,경기도 광명시 광덕산로 33,경기도 광명시 하안동 770번지,37.4709089324,126.8720654631,S
214,e편한약국,경기도 광명시 오리로 801,경기도 광명시 하안동 864번지 후문상가 1층,37.4698072204,126.8682975547,S
215,세븐일레븐(경기광주월드점),경기도 광주시 포돌이로11번길 9,경기도 광주시 경안동 128-44번지,37.4140123788,127.2501113588,S
216,굿마트,경기도 광주시 경안로 104,경기도 광주시 경안동 185-1번지,37.406801524,127.2501918069,S
217,CU(광주장신대점),경기도 광주시 경안로88번길 43,경기도 광주시 경안동 215-2번지,37.409259133,127.2487033731,S
218,동성태권도(경안점),경기도 광주시 경안로 150,경기도 광주시 경안동 219-43번지,37.4098899491,127.2486334666,S
219,스마트학생복,경기도 광주시 중앙로123번길 11,경기도 광주시 경안동 35-1번지,37.4101505463,127.2568702476,S
220,학우사,경기도 광주시 중앙로123번길 24,경기도 광주시 경안동 36-13번지,37.4096073471,127.2557194181,S
221,신용문고문구,경기도 광주시 경안로42번길 5-4,경기도 광주시 경안동 36-46번지,37.4093637197,127.2555959112,S
222,부동산21공인중개사사무소,경기도 광주시 중앙로123번길 16-3,경기도 광주시 경안동 36-58번지,37.4100413348,127.2563621043,S
223,푸른화원꽃조경,경기도 광주시 경안안길 77-4,경기도 광주시 경안동 55-1번지,37.4101068931,127.2575596843,S
224,백두태권도,경기도 광주시 곤지암읍 곤지암로 70-6,경기도 광주시 곤지암읍 곤지암리 444-8번지,37.3499521746,127.3389349257,S
225,청산K타이거즈 태권도,경기도 광주시 곤지암읍 곤지암로 81,경기도 광주시 곤지암읍 곤지암리 447-3번지,37.3486449802,127.3388022294,S
226,한우리지역아동센터,경기도 광주시 곤지암읍 곤지암로 87,경기도 광주시 곤지암읍 곤지암리 447-9번지,37.3481849961,127.338599981,S
227,GD마트,경기도 광주시 곤지암읍 도척로 146,경기도 광주시 곤지암읍 곤지암리 478번지,37.3393496102,127.337309327,S
228,파리바게트(곤지암점),경기도 광주시 곤지암읍 곤지암로 70-3,경기도 광주시 곤지암읍 곤지암리 581번지,37.3496726681,127.3388790684,S
229,만선약국,경기도 광주시 곤지암읍 만선로 46,경기도 광주시 곤지암읍 만선리 355-1번지,37.367286353,127.4063766765,S
230,만선마트,경기도 광주시 곤지암읍 만선로 44,경기도 광주시 곤지암읍 만선리 360-4번지,37.3670246465,127.4059930231,S
231,케익하우스,경기도 광주시 곤지암읍 만선로 47,경기도 광주시 곤지암읍 만선리 363-13번지,37.3674754918,127.406184451,S
232,팜스타 약국,경기도 광주시 곤지암읍 평촌길 35-7,경기도 광주시 곤지암읍 삼리 106-1번지,37.3562258654,127.3262181788,S
233,삼리태권도,경기도 광주시 곤지암읍 평촌길 30-9,경기도 광주시 곤지암읍 삼리 132-6번지,37.3567387738,127.3256185236,S
234,삼리문구,경기도 광주시 곤지암읍 평촌길 30-21,경기도 광주시 곤지암읍 삼리 133-17번지,37.3570353636,127.3250306545,S
235,성일태권도체육관,경기도 광주시 곤지암읍 평촌길 30-21,경기도 광주시 곤지암읍 삼리 133-17번지,37.3570353636,127.3250306545,S
236,특공무술정도관,경기도 광주시 곤지암읍 평촌길 30-19,경기도 광주시 곤지암읍 삼리 133-30번지,37.356972417,127.3251324284,S
237,소원마트,경기도 광주시 남한산성면 회안대로 1415,경기도 광주시 남한산성면 광지원리 164-1번지,37.4633299637,127.2474821908,S
238,이마트24(남한산성점),경기도 광주시 남한산성면 남한산성로 774,경기도 광주시 남한산성면 산성리 581-7번지,37.4782046105,127.1845815643,S
239,청도체육관,경기도 광주시 도척면 노곡로 48-1,경기도 광주시 도척면 노곡리 230-17번지,37.3020407882,127.3307661645,S
240,GS25(광주매산점),경기도 광주시 매자리길 11,경기도 광주시 매산동 226-28번지,37.35721141,127.2478042624,S
241,CU(광주매산점),경기도 광주시 회안대로71번길 4,경기도 광주시 매산동 600-24번지,37.3614949967,127.2445376503,S
242,매산제일지역아동센터,경기도 광주시 회안대로 13,경기도 광주시 매산동 746-8번지,37.356576336,127.2458867649,S
243,CU(광주목동점),경기도 광주시 광남안로 204,경기도 광주시 목동 162번지,37.3835664923,127.2080220997,S
244,코사마트(밀목점),경기도 광주시 중앙로 344,경기도 광주시 송정동 406-1번지,37.4297253611,127.2597683087,S
245,국가대표챔피언 태권도장,경기도 광주시 신현로 125-1,경기도 광주시 신현동 367-13번지,37.3589933462,127.1602269244,S
246,세종공인중개사 사무소,경기도 광주시 신현로 120,경기도 광주시 신현동 371-4번지,37.3588290536,127.1595162559,S
247,남서울너싱홈,경기도 광주시 새말길 324-15,경기도 광주시 신현동 501,37.3806265832,127.1763157706,S
248,태성태권도장,경기도 광주시 경충대로1422번길 10,경기도 광주시 쌍령동 353-34번지,37.3972267234,127.2761185951,S
249,통큰딱다구리(광주쌍령점),경기도 광주시 경충대로1422번길 39,경기도 광주시 쌍령동 353-9번지,37.3988367393,127.2790739448,S
250,예일지역아동센터,경기도 광주시 양벌로 195-8,경기도 광주시 양벌동 314번지,37.3786900335,127.2557406644,S
251,삼천리자전거,경기도 광주시 양벌로 287-2,경기도 광주시 양벌동 538-17번지,37.3732393874,127.2484395714,S
252,경희대매곡태권도,경기도 광주시 양촌길 151,경기도 광주시 양벌동 552-3번지,37.3710724688,127.2509992668,S
253,한국야쿠르트(광주점),경기도 광주시 역동로 109-1,경기도 광주시 역동 209번지,37.3991665212,127.2543410255,S
254,점프업 줄넘기클럽,경기도 광주시 고불로 54,경기도 광주시 중대동 17-10번지,37.3932862013,127.23205915,S
255,삼성부동산,경기도 광주시 초월읍 현산로 90,경기도 광주시 초월읍 도평리 212-3번지,37.3955063458,127.2916016182,S
256,통큰딱다구리문구(도평점),,경기도 광주시 초월읍 도평리 219-14번지 주노하우스,37.3954857808,127.2901668622,S
257,GS25(광주고은점),경기도 광주시 초월읍 산수로 517,경기도 광주시 초월읍 신월리 446-5번지,37.4068562348,127.3084854601,S
258,통큰딱다구리문구(도곡롯데점),경기도 광주시 초월읍 경충대로 1049-18,경기도 광주시 초월읍 쌍동리 187-1번지,37.371137756,127.2995974958,S
259,레전드 중앙태권도,경기도 광주시 초월읍 경충대로 1049-18,경기도 광주시 초월읍 쌍동리 187-1번지,37.371137756,127.2995974958,S
260,수정지역아동센터,경기도 광주시 초월읍 경충대로 1128-20,경기도 광주시 초월읍 쌍동리 269-1번지,37.3777034363,127.2964287023,S
261,초월역 백마부동산,경기도 광주시 초월읍 경충대로1127번길 10,경기도 광주시 초월읍 쌍동리 279-8번지,37.3777724222,127.2946213026,S
262,청도MTA태권도,경기도 광주시 추자길 28-5,경기도 광주시 추자동 505-2번지,37.3603019548,127.2154862202,S
263,삼성디지털프라자(광주점),경기도 광주시 이배재로 5,경기도 광주시 탄벌동 126-1번지,37.417954933,127.247532909,S
264,동심지역아동센터,경기도 광주시 탄벌길 10,경기도 광주시 탄벌동 180-5번지 2층,37.4194388531,127.2459683442,S
265,경희대초심태권도,경기도 광주시 이배재로 41,경기도 광주시 탄벌동 185번지,37.4204571583,127.2458518896,S
266,한국야쿠르트(경안점),경기도 광주시 송정로 62,경기도 광주시 탄벌동 32-2번지,37.4175059137,127.2525859804,S
267,밀목지역아동센터,경기도 광주시 통미로 88,경기도 광주시 탄벌동 35-36번지 3층,37.4168722747,127.2513110582,S
268,너싱홈그린힐,경기도 광주시 탄벌길 108,경기도 광주시 탄벌동 598-4,37.4219681163,127.2360934102,S
269,마리앤모리(탄벌점),,경기도 광주시 탄벌동 765번지 경남아너스빌1단지,37.4106795763,127.2346188148,S
270,전자랜드(경기광주점),경기도 광주시 이배재로 24,경기도 광주시 탄벌동 9-13번지,37.4195938559,127.2467928193,S
271,CU(광주광남점),경기도 광주시 회안대로 350-7,경기도 광주시 태전동 143-2번지,37.3844248926,127.2357393142,S
272,성원3단지 정문경비실,,경기도 광주시 태전동 193번지 3단지성원아파트,37.3865410278,127.2308066635,S
273,성원2단지 정문경비실,,경기도 광주시 태전동 222번지 2단지성원아파트,37.387684975,127.2304523803,S
274,탑클래스태권도,경기도 광주시 태봉로 58,경기도 광주시 태전동 228-1번지,37.3883035146,127.2289590082,S
275,건강 온누리약국,경기도 광주시 퇴촌면 광동로 75-1,경기도 광주시 퇴촌면 광동리 155-1번지,37.4706321512,127.3107543125,S
276,CU(퇴촌광동로점),경기도 광주시 퇴촌면 광동로 55,경기도 광주시 퇴촌면 광동리 243-4번지,37.4705930933,127.3088884197,S
277,퇴촌한마음지역아동센터,경기도 광주시 퇴촌면 탑골길 5-16,경기도 광주시 퇴촌면 광동리 315-1번지,37.4672830788,127.3076642154,S
278,한울너싱홈,경기도 광주시 퇴촌면 천진암로 968-6,경기도 광주시 퇴촌면 우산리 47,37.4371652602,127.356314645,S
279,스마일부동산,경기도 구리시 경춘북로 252,경기도 구리시 갈매동 596번지 갈매역아이파크 D동 198호,37.6358860749,127.1170795957,S
280,갈매도움온누리약국,경기도 구리시 갈매중앙로 87,경기도 구리시 갈매동 604-2번지 메이저타워 105호,37.632308877,127.1174266217,S
281,GS25 구리스타점,경기도 구리시 산마루로 12-8,경기도 구리시 갈매동 614-3번지,37.6312923161,127.1152558403,S
282,세븐일레븐(구리교문),경기도 구리시 경춘로172번길 2,경기도 구리시 교문동 216-7번지,37.6002655184,127.1343004329,S
283,세븐일레븐 구리스타점,경기도 구리시 이문안로 49,경기도 구리시 교문동 766-1번지,37.5924316456,127.1368421268,S
284,MBA태권도,경기도 구리시 체육관로 73,경기도 구리시 교문동 809-1번지,37.5911362651,127.1376753076,S
285,엘리트부동산,경기도 구리시 장자대로 36,경기도 구리시 교문동 820번지,37.5867453687,127.1343212819,S
286,신동태권도,,경기도 구리시 교문동 826번지 신명아파트,37.5852300492,127.136899768,S
287,은혜슈퍼,경기도 구리시 안골로86번길 8,경기도 구리시 수택동 431-29번지,37.5969592211,127.1407056594,S
288,GS25 구리타운점,경기도 구리시 이문안로83번길 18,경기도 구리시 수택동 444-12번지,37.5929398558,127.1409175514,S
289,진성슈퍼,경기도 구리시 검배로59번길 10-13,경기도 구리시 수택동 503-12번지,37.5969311928,127.1463471833,S
290,삼성스토어(구리),경기도 구리시 경춘로 270,경기도 구리시 수택동 534-1번지 경춘로 270,37.6023447088,127.1451546802,S
291,현대문구,경기도 구리시 경춘로276번길 33-6,경기도 구리시 수택동 554-1번지,37.6015296259,127.1468691987,S
292,CU 구리성경점,,경기도 구리시 수택동 612-2번지 성경아파트,37.5931526284,127.1427176043,S
293,오정마트,경기도 구리시 이문안로 106,경기도 구리시 수택동 853번지,37.5915485264,127.1428158911,S
294,CU구리명동점,경기도 구리시 경춘로 223,경기도 구리시 인창동 280-4번지 1층,37.6009055444,127.1401882195,S
295,CU인창어반포레가을점,경기도 구리시 응달말로52번길 69-5,경기도 구리시 인창동 307-12번지,37.6034118039,127.1374118551,S
296,GS25 구리주공점,경기도 구리시 건원대로76번길 43,경기도 구리시 인창동 664-7번지,37.6098489739,127.1408702614,S
297,뚜레쥬르 인창삼보점,,경기도 구리시 인창동 665-1번지 삼보아파트,37.6072760319,127.1395230734,S
298,정훈태권도장,경기도 구리시 건원대로 56,경기도 구리시 인창동 665-1번지 삼보아파트 301호,37.6072760319,127.1395230734,S
299,이삭토스트,경기도 구리시 검배로136번길 62,경기도 구리시 토평동 1002-10번지,37.5921939751,127.1506740036,S
300,토평경희대태권도장,경기도 구리시 벌말로129번길 17,경기도 구리시 토평동 611-32번지 203호,37.5878216407,127.147375712,S
301,용인대창룡체육관,경기도 구리시 벌말로129번길 92,경기도 구리시 토평동 964번지 메인프라자 401호,37.5906530707,127.1447684385,S
302,GS25 구리부자점,경기도 구리시 벌말로129번길 4,경기도 구리시 토평동 988-2번지,37.5883110319,127.1482682193,S
303,국가대표키즈태권도장,경기도 구리시 벌말로 192,경기도 구리시 토평동 998-4번지 5층,37.5934019995,127.1507476498,S
304,수택정훈태권도장,경기도 구리시 검배로 128,경기도 구리시 토평동 999-3번지 4층,37.5939013811,127.151980028,S
305,경호태권도체육관,경기도 군포시 번영로587번길 16,경기도 군포시 금정동 722번지 2층,37.3630168289,126.9405639036,S
306,경희대석사선무태권도장,경기도 군포시 금재로25번길 4,경기도 군포시 금정동 757-6번지 2층,37.3608137419,126.9435953335,S
307,알파미니슈퍼,경기도 군포시 번영로550번길 23,경기도 군포시 금정동 850-5번지 주공1단지 103호,37.3586999495,126.9388117961,S
308,CU(군포제궁점),경기도 군포시 오금로 142,경기도 군포시 금정동 866-3번지 101호,37.3591623286,126.9412813383,S
309,흥진문구,경기도 군포시 오금로 18,경기도 군포시 금정동 871-12번지 다산 상가 106호,37.3520198756,126.9310819614,S
