연번,구,동,관리번호,지번주소,도로명주소,설치일자,카메라대수,위도,경도
231,수정구,태평2동,수정태평2-A-19,태평2동 1257번지,,2017-12,5.0,37.44966,127.13686
232,수정구,태평2동,수정태평2-A-20,태평2동 3307-51번지,시민로215번길 23 (태평동),2017-12,5.0,37.44626,127.13842
233,수정구,태평2동,수정태평2-A-21,태평2동 2895번지,남문로93번길 11-1 (태평동),2018-07,5.0,37.44771,127.13662
234,수정구,태평2동,수정태평2-A-22,태평2동 224-11번지,태평로 89 (태평동),2018-07,4.0,37.4506,127.13744
235,수정구,태평2동,수정태평2-A-23,태평2동 667번지,탄리로146번길 3 (태평동),2019-04,5.0,37.44865,127.13345
236,수정구,태평2동,수정태평2-A-24,태평2동 3377,수정로153번길 18-10,2020-07,4.0,37.444023,127.137103
237,수정구,태평2동,수정태평2-A-25,태평2동 744번지,탄리로138번길 5-7 (태평동),2019-12,3.0,37.448424,127.133828
238,수정구,태평2동,수정태평2-A-26,태평2동 702번지,탄리로58번길 18 (태평동),2019-12,5.0,37.44804,127.133716
239,수정구,태평2동,수정태평2-A-27,태평2동 3129-5번지,,2019-12,5.0,37.446502,127.134402
240,수정구,태평2동,수정태평2-A-28,태평2동 3140번지,남문로69번길 11 (태평동),2019-12,5.0,37.447014,127.134525
241,수정구,태평2동,수정태평2-A-29,태평2동 3088번지,남문로77번길 7-2 (태평동),2019-12,4.0,37.447135,127.135005
242,수정구,태평2동,수정태평2-A-30,태평2동 3026번지,탄리로132번길 16-9 (태평동),2019-12,5.0,37.447407,127.135387
243,수정구,태평2동,수정태평2-A-31,태평2동 3074-1번지,남문로77번길 13-2 (태평동),2019-12,5.0,37.447632,127.134746
244,수정구,태평2동,수정태평2-A-32,태평2동 819번지,탄리로138번길 10-1 (태평동),2019-12,4.0,37.448268,127.134474
245,수정구,태평2동,수정태평2-A-33,태평2동 3307-23번지,남문로102번길 7-1 (태평동),2019-09,5.0,37.44658,127.13828
246,수정구,태평2동,수정태평2-A-34,태평2동 3307-67번지,남문로102번길 19 (태평동),2019-09,5.0,37.44572,127.13869
247,수정구,태평2동,수정태평2-A-35,태평2동 3307-150번지,시민로205번길 34 (태평동),2019-09,5.0,37.44508,127.13788
248,수정구,태평2동,수정태평2-A-36,태평2동 3194,남문로74번길 14,2020-07,4.0,37.44527,127.135352
249,수정구,태평2동,수정태평2-A-37,태평동 3447-2,수정북로63번길 12,2020-07,2.0,37.444003,127.136018
250,수정구,태평2동,수정태평2-A-38,태평2동 7288-17,수정로 185,2020-07,3.0,37.444005,127.14059
251,수정구,태평2동,수정태평2-A-39,태평2동 967,태평로74번길 15,2020-09,5.0,37.448623,127.135321
252,수정구,태평2동,수정태평2-A-40,태평2동 1186,시민로249번길 29,2020-09,5.0,37.448966,127.136651
253,수정구,태평2동,수정태평2-A-41,태평2동 1129,시민로249번길 32-5,2020-09,5.0,37.449058,127.13635
254,수정구,태평2동,수정태평2-A-42,태평2동 1084,태평로82번길 18,2020-09,3.0,37.448609,127.136241
255,수정구,태평2동,수정태평2-A-43,태평2동 1015,남문로89번길 22,2020-09,5.0,37.44848,127.135869
256,수정구,태평2동,수정태평2-A-44,태평2동 1077,탄리로132번길 23-2,2020-09,5.0,37.448149,127.136261
257,수정구,태평2동,수정태평2-A-45,태평2동 2681,시민로241번길 19-12,2020-09,5.0,37.448195,127.138316
258,수정구,태평2동,수정태평2-A-46,태평2동 2765,남문로 101-1,2020-09,5.0,37.44723,127.13799
259,수정구,태평2동,수정태평2-A-47,태평2동 278,시민로259번길 18,2020-09,3.0,37.450258,127.137508
260,수정구,태평2동,수정태평2-A-48,태평2동 418,시민로259번길 34,2020-09,3.0,37.449784,127.13591
261,수정구,태평2동,수정태평2-A-49,태평2동 589,태평로64번길 5-2,2020-09,5.0,37.449177,127.133939
262,수정구,태평2동,수정태평2-A-50,태평2동 2935,태평2동 2935,2020-09,4.0,37.447151,127.136457
263,수정구,태평2동,수정태평2-A-51,태평2동 2823-1,남문로97번길 4,2020-09,5.0,37.447378,127.137344
264,수정구,태평2동,수정태평2-A-52,태평2동 347,태평로100번길 8,2020-09,5.0,37.450097,127.137673
265,수정구,태평2동,수정태평2-A-53,태평2동 3307-91,남문로94번길 7-3,2020-12,4.0,37.446327,127.137364
266,수정구,태평2동,수정태평2-A-54,태평2동 3200,탄리로96번길 1,2020-12,5.0,37.44433,127.135047
267,수정구,태평2동,수정태평2-A-55,태평2동 1305,,2021-06,4.0,37.44921,127.13735
268,수정구,태평2동,수정태평2-A-56,태평2동 3249,남문로 80,2021-12,5.0,37.44638,127.13546
269,수정구,태평2동,수정태평2-A-57,태평2동 7346,태평로 65,2021-12,5.0,37.4493,127.13283
270,수정구,태평2동,수정태평2-A-58,태평2동 224-3,,2021-12,5.0,37.45103,127.13351
271,수정구,태평2동,수정태평2-A-59,태평2동 3430,,2022-04,3.0,37.442668,127.137444
272,수정구,태평2동,수정태평2-A-60,태평2동 3493-2,탄리로74번길 8,2022-07,3.0,37.442769,127.136512
273,수정구,태평2동,수정태평2-A-61,태평2동 894,탄리로132번길 13-2,2022-08,5.0,37.447866,127.135251
274,수정구,태평2동,수정태평2-A-62,태평2동 1397,시민로241번길 18,2022-08,5.0,37.448678,127.138343
275,수정구,태평2동,수정태평2-A-63,태평2동 224-8,태평로 55번길 ,2023-06,4.0,37.45087,127.132751
276,수정구,태평2동,수정태평2-A-64,태평2동 3230,남문로 82번길 16,2023-06,3.0,37.445237,127.136359
277,수정구,태평2동,수정태평2-A-65,태평2동 3422,수정북로 74,2023-06,5.0,37.443454,127.137454
278,수정구,태평2동,수정태평2-A-66,태평2동 3479,,2024-04,4.0,37.443246,127.135646
279,수정구,태평2동,수정태평2-A-67,태평2동 2967,탄리로132번길 22-20,2024-10,5.0,37.447558,127.136111
280,수정구,태평2동,수정태평2-A-68,태평2동 375,태평로82번길 1,2024-12,4.0,37.450035,127.135543
281,수정구,태평3동,수정태평3-A-1,태평3동 3743번지,남문로32번길 7 (태평동),2010,5.0,37.445291,127.131724
282,수정구,태평3동,수정태평3-A-2,태평3동 3743번지,남문로32번길 7 (태평동),2010,3.0,37.444516,127.130683
283,수정구,태평3동,수정태평3-A-3,태평3동 3756번지,탄리로95번길 16 (태평동),2010,4.0,37.445046,127.133702
284,수정구,태평3동,수정태평3-A-4,태평3동 3756번지,탄리로95번길 16 (태평동),2010,5.0,37.443573,127.13257
285,수정구,태평3동,수정태평3-A-5,태평3동 4550번지,남문로43번길 16-1 (태평동),2012,5.0,37.446605,127.131146
286,수정구,태평3동,수정태평3-A-6,태평3동 4761번지,,2010,5.0,37.448042,127.132204
287,수정구,태평3동,수정태평3-A-7,태평3동 4320번지,남문로31번길 23 (태평동),2010,4.0,37.44713,127.12934
288,수정구,태평3동,수정태평3-A-8,태평3동 3580번지,수정북로39번길 8-7 (태평동),2010,5.0,37.443008,127.134088
289,수정구,태평3동,수정태평3-A-9,태평3동 7344번지,"제일로 244 (태평동, 경원대역동부센트레빌)",2010,4.0,37.448213,127.129368
290,수정구,태평3동,수정태평3-A-10,태평3동 3642번지,수정북로 46-1 (태평동),2013,5.0,37.44263,127.13481
291,수정구,태평3동,수정태평3-A-11,태평3동 3919-1번지,남문로 59 (태평동),2013,5.0,37.445778,127.133345
292,수정구,태평3동,수정태평3-A-12,태평3동 4825번지,태평로48번길 11 (태평동),2013,5.0,37.448307,127.132164
293,수정구,태평3동,수정태평3-A-13,태평3동 3558번지,탄리로95번길 7-17 (태평동),2013,4.0,37.443505,127.134824
294,수정구,태평3동,수정태평3-A-14,태평3동 3632번지,수정북로 34 (태평동),2013,5.0,37.442145,127.133202
295,수정구,태평3동,수정태평3-A-15,태평3동 3921번지,수정북로 34 (태평동),2013,5.0,37.44592,127.13236
296,수정구,태평3동,수정태평3-A-16,태평3동 4344-2번지,"남문로31번길 18 (태평동, 부광맨숀)",2013,5.0,37.446212,127.129828
297,수정구,태평3동,수정태평3-A-17,태평3동 3798번지,남문로 66 (태평동),2013,5.0,37.446073,127.13428
298,수정구,태평3동,수정태평3-A-18,태평3동 4003,탄리로125번길15,2021-06,5.0,37.446412,127.132201
299,수정구,태평3동,수정태평3-A-19,태평3동 3743번지,남문로32번길 7 (태평동),2014,4.0,37.444311,127.132208
300,수정구,태평3동,수정태평3-A-20,태평3동 3756번지,탄리로95번길 16 (태평동),2014,5.0,37.444032,127.134163
301,수정구,태평3동,수정태평3-A-21,태평3동 5090-1번지,태평로 19 (태평동),2014,5.0,37.447972,127.12851
302,수정구,태평3동,수정태평3-A-22,태평3동 4190-9번지,남문로35번길 4-1 (태평동),2019-04,5.0,37.44543,127.13071
303,수정구,태평3동,수정태평3-A-23,태평3동 4662번지,제일로238번길 24 (태평동),2015,5.0,37.44808,127.13136
304,수정구,태평3동,수정태평3-A-24,태평3동 3638번지,수정북로 40-1 (태평동),2015,4.0,37.44237,127.13399
305,수정구,태평3동,수정태평3-A-25,태평3동 4389번지,제일로238번길 10 (태평동),2016,5.0,37.44759,127.12961
306,수정구,태평3동,수정태평3-A-26,태평3동 4846번지,남문로63번길 15-2 (태평동),2017-12,5.0,37.44724,127.13315
307,수정구,태평3동,수정태평3-A-27,태평3동 4452번지,남문로39번길 23 (태평동),2017-12,5.0,37.44709,127.13038
308,수정구,태평3동,수정태평3-A-28,태평3동 3705-2번지,수정북로21번길 16-1 (태평동),2017-12,4.0,37.44318,127.13142
309,수정구,태평3동,수정태평3-A-29,태평3동 3776번지,탄리로 107-1 (태평동),2018-07,4.0,37.44529,127.13428
310,수정구,태평3동,수정태평3-A-30,태평3동 3860번지,탄리로119번길 7-2 (태평동),2018-07,5.0,37.44616,127.1332
311,수정구,태평3동,수정태평3-A-31,태평3동 4535번지,제일로238번길 18 (태평동),2019-09,4.0,37.44783,127.13057
312,수정구,태평3동,수정태평3-A-32,태평3동 3691-2번지,수정로119번길 6-5 (태평동),2019-09,4.0,37.44183,127.13333
313,수정구,태평3동,수정태평3-A-33,태평3동 3745-44번지,수정로111번길 34-1 (태평동),2019-09,4.0,37.44404,127.13134
314,수정구,태평3동,수정태평3-A-34,태평3동 3732-1번지,제일로180번길 4,2019-12,5.0,37.4424,127.13144
315,수정구,태평3동,수정태평3-A-35,태평3동 3689번지,수정로111번길 6-5,2019-12,3.0,37.44169,127.13283
316,수정구,태평3동,수정태평3-A-36,태평3동 3568,수정북로39번길 16,2020-07,5.0,37.443825,127.133388
317,수정구,태평3동,수정태평3-A-37,태평3동 4319-1,제일로 230,2020-07,5.0,37.446656,127.12917
318,수정구,태평3동,수정태평3-A-38,태평동 4312-15,제일로216번길 5,2020-07,5.0,37.445621,127.130088
319,수정구,태평3동,수정태평3-A-39,태평3동 3695-5,수정로111번길 20-9,2020-07,4.0,37.442893,127.132409
320,수정구,태평3동,수정태평3-A-40,태평3동 4818,탄리로137번길 7,2020-12,5.0,37.447736,127.132499
321,수정구,태평3동,수정태평3-A-41,태평3동 3693-24,수정로111번길 14,2021-06,4.0,37.44226,127.13218
322,수정구,태평3동,수정태평3-A-42,태평3동 4127,남문로43번길 6-1,2021-12,5.0,37.445762,127.131544
323,수정구,태평3동,수정태평3-A-43,태평3동 4100,제일로224번길 20-17,2022-07,3.0,37.446007,127.1317
324,수정구,태평3동,수정태평3-A-44,태평3동 3836,탄리로125번길 4-1,2022-08,5.0,37.447949,127.133163
325,수정구,태평3동,수정태평3-A-45,태평3동 3681,,2023-02,5.0,37.441116,127.131889
326,수정구,태평3동,수정태평3-A-46,태평3동 3772,,2023-02,5.0,37.444582,127.13464
327,수정구,태평4동,수정태평3-A-47,태평3동 4198,,2023-06,5.0,37.446006,127.13089
328,수정구,태평3동,수정태평3-A-48,태평3동 3537,탄리로81번길 7,2024-10,3.0,37.442995,127.134705
329,수정구,태평3동,수정태평3-A-49,태평3동 4557,제일로224번길 19-13,2024-12,5.0,37.447302,127.131077
330,수정구,태평4동,수정태평4-A-1,태평4동 7332-2번지,수정북로 113 (태평동),2010,4.0,37.44494,127.14155
331,수정구,태평4동,수정태평4-A-2,태평4동 7326번지,수정로 233 (태평동),2010,4.0,37.445935,127.143657
332,수정구,태평4동,수정태평4-A-3,태평4동 2487번지,시민로241번길 7 (태평동),2010,5.0,37.44894,127.13925
333,수정구,태평4동,수정태평4-A-4,태평4동 1824번지,남문로133번길 18 (태평동),2010,5.0,37.449452,127.140871
334,수정구,태평4동,수정태평4-A-5,태평4동 7290번지,남문로 128 (태평동),2010,5.0,37.447938,127.140639
335,수정구,태평4동,수정태평4-A-6,태평4동 7314-4번지,"시민로197번길 16 (태평동, 신한로얄타운)",2010,4.0,37.44491,127.14009
336,수정구,태평4동,수정태평4-A-7,태평4동 7307번지,"남문로136번길 15 (태평동, 선경태평아파트)",2010,5.0,37.447422,127.142267
337,수정구,태평4동,수정태평4-A-8,태평4동 129번지,시민로257번길 8 (태평동),2010,5.0,37.450521,127.13848
338,수정구,태평4동,수정태평4-A-9,태평4동 7289번지,남문로 112 (태평동),2010,5.0,37.446571,127.139359
339,수정구,태평4동,수정태평4-A-10,태평4동 45번지,태평로 126-1 (태평동),2010,5.0,37.451443,127.140415
340,수정구,태평4동,수정태평4-A-11,태평4동 산52-1번지,,2011,3.0,37.451126,127.138228
341,수정구,태평4동,수정태평4-A-12,태평4동 7319-16번지,,2011,4.0,37.446118,127.142367
342,수정구,태평4동,수정태평4-A-13,태평4동 7317-17번지,시민로205번길 1 (태평동),2012,5.0,37.446166,127.141442
343,수정구,태평4동,수정태평4-A-14,태평4동 1680번지,시민로249번길 1 (태평동),2013,5.0,37.449862,127.139734
344,수정구,태평4동,수정태평4-A-15,태평4동 7335-8번지,수정북로 101 (태평동),2013,5.0,37.444304,127.140406
345,수정구,태평4동,수정태평4-A-16,태평4동 106번지,태평로124번길 8 (태평동),2013,5.0,37.450698,127.140296
346,수정구,태평4동,수정태평4-A-17,태평4동 7289번지,남문로 112 (태평동),2013,5.0,37.44745,127.138924
347,수정구,태평4동,수정태평4-A-18,태평4동 1759번지,남문로131번길 23 (태평동),2013,5.0,37.449999,127.140203
348,수정구,태평4동,수정태평4-A-19,태평4동 2084번지,남문로145번길 7-1 (태평동),2014,5.0,37.44917,127.14213
349,수정구,태평4동,수정태평4-A-20,태평4동 7326번지,,2014,3.0,37.445706,127.144992
350,수정구,태평4동,수정태평4-A-21,태평4동 7289번지,남문로 112 (태평동),2014,5.0,37.44707,127.141024
351,수정구,태평4동,수정태평4-A-22,태평4동 7298-8번지,"공원로 427 (태평동, 성경빌라)",2014,4.0,37.44853,127.14271
352,수정구,태평4동,수정태평4-A-23,태평4동 7302-12번지,공원로409번길 10-10 (태평동),2015,5.0,37.44722,127.14323
353,수정구,태평4동,수정태평4-A-24,태평4동 2338번지,시민로 234 (태평동),2015,5.0,37.44863,127.14032
354,수정구,태평4동,수정태평4-A-25,태평4동 7292번지,,2015,5.0,37.44765,127.14126
355,수정구,태평4동,수정태평4-A-26,태평4동 1564번지,시민로249번길 7-1 (태평동),2016,5.0,37.4496,127.13894
356,수정구,태평4동,수정태평4-A-27,태평4동 7306번지,"남문로140번길 19 (태평동, 선경태평아파트)",2017-12,5.0,37.44666,127.14305
357,수정구,태평4동,수정태평4-A-28,태평4동 2281번지,남문로131번길 10 (태평동),2017-12,5.0,37.44877,127.1408
358,수정구,태평4동,수정태평4-A-29,태평4동 1916번지,태평로128번길 9 (태평동),2017-12,5.0,37.45081,127.14077
359,수정구,태평4동,수정태평4-A-30,태평4동 7311-9번지,시민로205번길 12-2 (태평동),2017-12,5.0,37.44588,127.14038
360,수정구,태평4동,수정태평4-A-31,태평4동 7296-13번지,"남문로144번길 8 (태평동, 백년빌라)",2018-07,3.0,37.44786,127.1425
361,수정구,태평4동,수정태평4-A-32,태평4동 7315-7번지,시민로197번길 10 (태평동),2018-07,4.0,37.44515,127.14078
362,수정구,태평4동,수정태평4-A-33,태평4동 7329-2번지,수정로217번길 11 (태평동),2014,5.0,37.445404,127.143102
363,수정구,태평4동,수정태평4-A-34,태평4동 7320-9번지,"수정로217번길 22-5 (태평동, 매송빌라트)",2019-04,3.0,37.44629,127.14284
364,수정구,태평4동,수정태평4-A-35,태평4동 137번지,시민로259번길 3-1 (태평동),2019-09,5.0,37.4508,127.13929
365,수정구,태평4동,수정태평4-A-36,태평4동 7321-12번지,수정로217번길 18-3 (태평동),2019-09,4.0,37.44597,127.14268
366,수정구,태평4동,수정태평4-A-37,태평4동 2478번지,남문로121번길 5-2 (태평동),2019-09,5.0,37.44847,127.13969
367,수정구,태평4동,수정태평4-A-38,태평4동 1768,시민로256번길 6,2019-12,4.0,37.450607,127.139942
368,수정구,태평4동,수정태평4-A-39,태평4동 1754-1,남문로129번길 19-1,2019-12,5.0,37.449605,127.140145
369,수정구,태평4동,수정태평4-A-40,태평4동 1962,공원로451번길,2019-12,4.0,37.450159,127.141667
370,수정구,태평4동,수정태평4-A-41,태평4동 2092,남문로145번길 13-2,2019-12,3.0,37.449806,127.142047
371,수정구,태평4동,수정태평4-A-42,태평4동 1820-1,시민로246번길 8,2019-12,5.0,37.449901,127.140664
372,수정구,태평4동,수정태평4-A-43,태평4동 1855,태평로126번길 18,2019-12,2.0,37.45009,127.140837
373,수정구,태평4동,수정태평4-A-44,태평4동 2153,남문로139번길 12,2019-12,2.0,37.449301,127.141584
374,수정구,태평4동,수정태평4-A-45,태평4동 2117,남문로143번길 7-2,2019-12,4.0,37.449118,127.141946
375,수정구,태평4동,수정태평4-A-46,태평4동 1803,시민로256번길 8-8,2019-12,2.0,37.450455,127.140265
376,수정구,태평4동,수정태평4-A-47,태평4동 1731,시민로256번길 4-3,2019-12,1.0,37.450481,127.139858
377,수정구,태평4동,수정태평4-A-48,태평4동 2197,공원로445번길 5,2019-12,1.0,37.449523,127.141117
378,수정구,태평4동,수정태평4-A-49,태평4동 2238,남문로133번길 14,2019-12,2.0,37.449252,127.140817
379,수정구,태평4동,수정태평4-A-50,태평4동 2326,남문로129번길 6-1,2019-12,2.0,37.448446,127.14068
380,수정구,태평4동,수정태평4-A-51,태평4동 2223,남문로135번길 6-2,2019-12,1.0,37.448711,127.141227
381,수정구,태평4동,수정태평4-A-52,태평4동 2178,남문로137,2019-12,4.0,37.448289,127.141694
382,수정구,태평4동,수정태평4-A-53,태평4동 2108,남문로141번길 2,2019-12,1.0,37.448433,127.142088
